10944750,13451,0,6,4
10944750,13451,2,6,4
10944750,13451,2,6,4
10944750,13451,0,6,4
10944750,13451,0,6,4
10944750,13451,0,6,4
10944750,13451,0,6,4
10944750,13451,0,6,4
10944750,21110,0,6,7
10944750,1131,0,7,23
10944750,1131,0,7,23
10944750,8689,0,5,2
10944750,8689,2,5,2
10944750,8689,2,5,2
10944750,8689,0,5,2
10944750,8689,0,5,2
10944750,26619,0,6,28
10944750,5185,0,7,10
10944750,18575,0,5,2
10944750,23662,0,6,19
10944750,23662,0,6,19
10944750,24955,0,7,26
10944750,155,0,8,7
10944750,155,3,8,7
10944750,15761,0,4,24
10944750,15761,0,4,24
10944750,15761,0,4,24
10944750,15761,0,4,24
10944750,19673,0,7,5
10944750,19673,0,7,5
10944750,19673,0,7,5
10944750,19673,0,7,5
10944750,19673,0,7,4
10944750,19673,0,7,4
10944750,19673,1,7,5
10944750,15315,0,6,1
10944750,15315,0,6,1
10944750,15980,0,5,2
10944750,1996,0,5,2
10944750,1996,0,5,2
10944750,1996,0,5,2
10944750,1996,0,5,2
10944750,13779,0,7,8
10944750,21501,0,7,7
10944750,21501,0,7,7
10944750,21501,0,7,7
10944750,21501,0,7,7
10944750,23251,0,6,14
10944750,23251,0,6,14
10944750,23251,0,6,14
10944750,11465,0,6,28
10944750,6290,0,5,16
10944750,6290,0,5,20
10944750,6290,0,5,16
10944750,18730,0,8,7
10944750,18730,0,8,7
10944750,14580,0,7,26
10944750,14580,0,5,2
10944750,7373,0,6,11
10944750,7373,0,6,11
10944750,7373,0,6,11
10944750,7373,0,6,11
10944750,4078,0,5,15
10944750,8628,0,6,10
10944750,8628,0,6,10
10944750,8628,0,6,10
10944750,8628,0,6,10
10944750,8628,0,6,10
10944750,25687,0,5,8
10944750,25687,0,6,6
10944750,25687,0,8,9
10944750,25687,0,5,8
10944750,25687,0,5,8
10944750,25687,0,7,2
10944750,25687,0,7,25
10944750,25687,0,5,15
10944750,25687,0,7,2
10944750,25687,0,5,15
10944750,25687,0,8,9
10944750,25687,0,7,25
10944750,25687,0,5,17
10944750,25687,0,5,8
10944750,25687,0,5,8
10944750,25687,0,5,15
10944750,25687,0,5,8
10944750,25687,0,5,8
10944750,25687,0,5,8
10944750,25687,0,5,8
10944750,25687,0,7,2
10944750,25687,0,6,15
10944750,25687,0,6,15
10944750,25687,0,7,2
10944750,25687,2,5,8
10944750,25687,0,7,2
10944750,25687,0,5,17
10944750,25687,0,5,15
10944750,25687,0,6,15
10944750,25687,0,5,17
10944750,25687,0,8,13
10944750,25687,0,8,9
10944750,25687,0,6,6
10944750,25687,0,5,8
10944750,25687,0,5,15
10944750,9817,0,6,11
10944750,9817,0,6,11
10944750,23564,0,7,2
10944750,29547,0,7,9
10944750,29547,0,7,9
10944750,29547,0,7,9
10944750,12055,0,7,2
10944750,12055,0,7,2
10944750,12055,0,7,2
10944750,12055,0,7,2
10944750,3631,0,5,24
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,9
10944750,1461,0,6,10
10944750,1461,0,6,9
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,9
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,1461,0,6,10
10944750,22416,0,7,31
10944750,19414,0,6,28
10944750,24869,0,4,18
10944750,7150,0,6,7
10944750,7150,1,6,7
10944750,7150,0,6,7
10944750,5357,0,5,8
10944750,6294,0,7,13
10944750,6294,0,7,13
10944750,6294,0,7,13
10944750,7737,0,5,30
10944750,11638,0,5,8
10944750,11026,0,5,2
10944750,10480,0,5,2
10944750,10480,0,5,2
10944750,10970,0,7,3
10944750,10970,0,7,3
10944750,18697,0,7,26
10944750,8719,0,6,6
10944750,8719,0,5,1
10944750,8719,0,6,6
10944750,8719,0,8,6
10944750,8719,0,8,6
10944750,8719,0,5,1
10944750,8719,0,8,6
10944750,8719,0,5,1
10944750,8719,0,6,6
10944750,8719,0,7,3
10944750,1472,0,5,2
10944750,21672,0,6,23
10944750,13592,0,7,2
10944750,13592,0,7,2
10944750,13592,0,7,2
10944750,12490,0,6,11
10944750,12490,0,6,11
10944750,12490,0,6,11
10944750,17920,0,7,28
10944750,17920,0,7,28
10944750,17920,0,7,28
10944750,17920,0,7,28
10944750,13450,0,8,15
10944750,13450,0,8,15
10944750,13450,0,8,15
10944750,11776,0,6,24
10944750,25933,0,7,22
10944750,28504,0,5,24
10944750,22086,0,7,31
10944750,6918,0,7,10
10944750,6918,0,7,10
10944750,6918,0,8,9
10944750,6918,0,7,10
10944750,28011,0,5,2
10944750,11022,0,5,2
10944750,11022,0,5,2
10944750,11022,0,5,2
10944750,11022,0,5,2
10944750,11022,0,5,2
10944750,2826,0,6,10
10944750,2826,0,6,7
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,25372,1,7,3
10944750,25372,1,7,3
10944750,25372,0,7,12
10944750,25372,0,6,10
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,25372,0,7,9
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,25372,0,7,3
10944750,6080,0,5,24
10944750,11942,2,5,2
10944750,11942,0,5,2
10944750,679,0,6,24
10944750,19166,0,5,1
10944750,28230,0,7,23
10944750,28230,0,7,23
10944750,24359,0,7,4
10944750,12599,0,6,11
10944750,12599,0,6,11
10944750,12599,0,7,3
10944750,12599,0,6,11
10944750,12599,0,6,11
10944750,28752,0,7,31
10944750,28752,1,7,31
10944750,28752,0,7,31
10944750,28752,1,7,31
10944750,11080,0,8,10
10944750,11080,0,8,9
10944750,11080,0,8,9
10944750,11167,0,6,10
10944750,11167,0,6,10
10944750,24193,0,8,8
10944750,24193,0,8,8
12028500,18024,0,7,20
12028500,8519,0,8,3
12028500,8519,0,8,3
